RK,Symbol,Date,N1_Prev_Close,N1_Open_Price,N1_High_Price,N1_Low_Price,N1_Last_Price,N1_Close_Price,N1_Average_Price,N1_Total_Traded_Quantity,N1_Turnover,N1_No_of_Trades,N1_Deliverable_Qty,N1_Dly_Qt_to_Traded_Qty,N2_Prev_Close,N2_Open_Price,N2_High_Price,N2_Low_Price,N2_Last_Price,N2_Close_Price,N2_Average_Price,N2_Total_Traded_Quantity,N2_Turnover,N2_No_of_Trades,N2_Deliverable_Qty,N2_Dly_Qt_to_Traded_Qty,N3_Prev_Close,N3_Open_Price,N3_High_Price,N3_Low_Price,N3_Last_Price,N3_Close_Price,N3_Average_Price,N3_Total_Traded_Quantity,N3_Turnover,N3_No_of_Trades,N3_Deliverable_Qty,N3_Dly_Qt_to_Traded_Qty,N4_Prev_Close,N4_Open_Price,N4_High_Price,N4_Low_Price,N4_Last_Price,N4_Close_Price,N4_Average_Price,N4_Total_Traded_Quantity,N4_Turnover,N4_No_of_Trades,N4_Deliverable_Qty,N4_Dly_Qt_to_Traded_Qty,N5_Prev_Close,N5_Open_Price,N5_High_Price,N5_Low_Price,N5_Last_Price,N5_Close_Price,N5_Average_Price,N5_Total_Traded_Quantity,N5_Turnover,N5_No_of_Trades,N5_Deliverable_Qty,N5_Dly_Qt_to_Traded_Qty,Max_N1toN5,Min_N1toN5,Max_Next_N1toN5,Min_Next_N1toN5,Next_N5_Close_Price,drv_diff%_nextweeklymax_minus_n5close,drv_diff%_Min_N1toN5_Min_NextN1toN5,drv_diff%_Max_N1toN5_Max_NextN1toN5,target_5percent_weekly_from_N5close,target_10percent_weekly_from_N5close,drv_Date_as_Interger,drv_diff%_N1_Prev_Close_N1_Open,drv_diff%_N1_Prev_Close_N1_High,drv_diff%_N1_Prev_Close_N1_Low,drv_diff%_N1_Prev_Close_N1_Last,drv_diff%_N1_Prev_Close_N1_Close,drv_diff%_N1_Prev_Close_N1_Avg,drv_diff%_N1_N2_Total_Traded_Quantity,drv_diff%_N1_N2_Turnover,drv_diff%_N1_N2_No_of_Trades,drv_diff%_N2_Prev_Close_N2_Open,drv_diff%_N2_Prev_Close_N2_High,drv_diff%_N2_Prev_Close_N2_Low,drv_diff%_N2_Prev_Close_N2_Last,drv_diff%_N2_Prev_Close_N2_Close,drv_diff%_N2_Prev_Close_N2Avg,drv_diff%_N2_N3_Total_Traded_Quantity,drv_diff%_N2_N3_Turnover,drv_diff%_N2_N3_No_of_Trades,drv_diff%_N3_Prev_Close_N3_Open,drv_diff%_N3_Prev_Close_N3_High,drv_diff%_N3_Prev_Close_N3_Low,drv_diff%_N3_Prev_Close_N3_Last,drv_diff%_N3_Prev_Close_N3_Close,drv_diff%_N3_Prev_Close_N3_Avg,drv_diff%_N3_N4_Total_Traded_Quantity,drv_diff%_N3_N4_Turnover,drv_diff%_N3_N4_No_of_Trades,drv_diff%_N4_Prev_Close_N4_Open,drv_diff%_N4_Prev_Close_N4_High,drv_diff%_N4_Prev_Close_N4_Low,drv_diff%_N4_Prev_Close_N4_Last,drv_diff%_N4_Prev_Close_N4_Close,drv_diff%_N4_Prev_Close_N4_Avg,drv_diff%_N4_N5_Total_Traded_Quantity,drv_diff%_N4_N5_Turnover,drv_diff%_N4_N5_No_of_Trades,drv_diff%_N5_Prev_Close_N5_Open,drv_diff%_N5_Prev_Close_N5_High,drv_diff%_N5_Prev_Close_N5_Low,drv_diff%_N5_Prev_Close_N5_Last,drv_diff%_N5_Prev_Close_N5_Close,drv_diff%_N5_Prev_Close_N5_Avg,drv_diff%_N1_N2_Deliverable_Qty,drv_diff%_N2_N3_Deliverable_Qty,drv_diff%_N3_N4_Deliverable_Qty,drv_diff%_N4_N5_Deliverable_Qty,drv_diff%_N1_N2_Dly_Qt_to_Traded_Qty,drv_diff%_N2_N3_Dly_Qt_to_Traded_Qty,drv_diff%_N3_N4_Dly_Qt_to_Traded_Qty,drv_diff%_N4_N5_Dly_Qt_to_Traded_Qty,drv_diff%_N1_N2_Prev_Close,drv_diff%_N1_N3_Prev_Close,drv_diff%_N1_N4_Prev_Close,drv_diff%_N1_N5_Prev_Close,drv_diff%_N1_N2_Open_Price,drv_diff%_N1_N3_Open_Price,drv_diff%_N1_N4_Open_Price,drv_diff%_N1_N5_Open_Price,drv_diff%_N1_N2_High_Price,drv_diff%_N1_N3_High_Price,drv_diff%_N1_N4_High_Price,drv_diff%_N1_N5_High_Price,drv_diff%_N1_N2_Low_Price,drv_diff%_N1_N3_Low_Price,drv_diff%_N1_N4_Low_Price,drv_diff%_N1_N5_Low_Price,drv_diff%_N1_N2_Last_Price,drv_diff%_N1_N3_Last_Price,drv_diff%_N1_N4_Last_Price,drv_diff%_N1_N5_Last_Price,drv_diff%_N1_N2_Close_Price,drv_diff%_N1_N3_Close_Price,drv_diff%_N1_N4_Close_Price,drv_diff%_N1_N5_Close_Price,drv_diff%_N1_N2_Average_Price,drv_diff%_N1_N3_Average_Price,drv_diff%_N1_N4_Average_Price,drv_diff%_N1_N5_Average_Price,drv_diff%_N1_N2_Total_Traded_Quantity_1,drv_diff%_N1_N3_Total_Traded_Quantity,drv_diff%_N1_N4_Total_Traded_Quantity,drv_diff%_N1_N5_Total_Traded_Quantity,drv_diff%_N1_N2_Turnover_1,drv_diff%_N1_N3_Turnover,drv_diff%_N1_N4_Turnover,drv_diff%_N1_N5_Turnover,drv_diff%_N1_N2_No_of_Trades_1,drv_diff%_N1_N3_No_of_Trades,drv_diff%_N1_N4_No_of_Trades,drv_diff%_N1_N5_No_of_Trades,drv_diff%_N1_N2_Deliverable_Qty_1,drv_diff%_N1_N3_Deliverable_Qty,drv_diff%_N1_N4_Deliverable_Qty,drv_diff%_N1_N5_Deliverable_Qty,drv_diff%_N1_N2_Dly_Qt_to_Traded_Qty_1,drv_diff%_N1_N3_Dly_Qt_to_Traded_Qty,drv_diff%_N1_N4_Dly_Qt_to_Traded_Qty,drv_diff%_N1_N5_Dly_Qt_to_Traded_Qty,drv_diff%_N1_N2_Close_Price_1,drv_diff%_N2_N3_Close_Price,drv_diff%_N3_N4_Close_Price,drv_diff%_N4_N5_Close_Price,drv_Gain,drv_Loss,drv_Avg_Gain,drv_Avg_Loss,RS,RSI,SO
2,HDFCLIFE,10-01-2020,631.5,632.4,634,618.75,621.6,623.1,625.21,2181852,1364112945,49891,1305664,59.84,623.1,627.9,633.05,623.6,624.7,625.4,626.88,1161466,728098837.8,58017,688078,59.24,625.4,626.5,627,612.75,614.2,614.25,619.68,2109229,1307053562,63246,1565705,74.23,614.25,614,620.5,612.75,616.2,616.55,616.4,1621297,999364140.3,55931,894808,55.19,616.55,624,625,605.8,608.9,607.5,612.36,3196222,1957247427,77222,1899354,59.42,634,605.8,621.9,594.15,616,0.02,0.02,0.02,0,0,20200110,0,0,0.02,0.02,0.01,0.01,0.47,0.47,-0.16,-0.01,-0.02,0,0,0,-0.01,-0.82,-0.8,-0.09,0,0,0.02,0.02,0.02,0.01,0.23,0.24,0.12,0,-0.01,0,0,0,0,-0.97,-0.96,-0.38,-0.01,-0.01,0.02,0.01,0.01,0.01,0.47,-1.28,0.43,-1.12,0.01,-0.25,0.26,-0.08,0.01,0.01,0.03,0.02,0.01,0.01,0.03,0.01,0,0.01,0.02,0.01,-0.01,0.01,0.01,0.02,0,0.01,0.01,0.02,0,0.01,0.01,0.03,0,0.01,0.01,0.02,0.47,0.03,0.26,-0.46,0.47,0.04,0.27,-0.43,-0.16,-0.27,-0.12,-0.55,0.47,-0.2,0.31,-0.45,0.01,-0.24,0.08,0.01,0.0037,-0.0178,0.0037,-0.0147,0.0037,-0.0325,0.00074,-0.0065,0.11,9.91,6.03
3,HDFCLIFE,17-01-2020,607.5,607.5,611.55,601.7,606.35,607.65,607.17,2313300,1404564899,57721,1264300,54.65,607.65,611,612.45,597.1,598.8,598.25,602.23,1870028,1126190677,49916,1132638,60.57,598.25,595.7,609.7,594.15,602.5,602,604.17,1597879,965398487.1,44659,698180,43.69,602,604.9,616.5,602.65,613,612.75,611.76,2066862,1264417841,52811,929094,44.95,612.75,614.3,621.9,611.5,616.95,616,617.75,1685313,1041106399,40823,817191,48.49,621.9,594.15,616,597.15,600.45,0,-0.01,0.01,0,0,20200117,0,-0.01,0.01,0,0,0,0.19,0.2,0.14,-0.01,-0.01,0.02,0.01,0.02,0.01,0.15,0.14,0.11,0,-0.02,0.01,-0.01,-0.01,-0.01,-0.29,-0.31,-0.18,0,-0.02,0,-0.02,-0.02,-0.02,0.18,0.18,0.23,0,-0.01,0,-0.01,-0.01,-0.01,0.1,0.38,-0.33,0.12,-0.11,0.28,-0.03,-0.08,0,0.02,0.01,-0.01,-0.01,0.02,0,-0.01,0,0,-0.01,-0.02,0.01,0.01,0,-0.02,0.01,0.01,-0.01,-0.02,0.02,0.01,-0.01,-0.01,0.01,0,-0.01,-0.02,0.19,0.31,0.11,0.27,0.2,0.31,0.1,0.26,0.14,0.23,0.09,0.29,0.1,0.45,0.27,0.35,-0.11,0.2,0.18,0.11,-0.0155,0.0063,0.0179,0.0053,0.0495,0,0.0099,0,0,0,78.74
4,HDFCLIFE,24-01-2020,616,607.9,611.25,602.8,607.1,607.25,606.56,2188192,1327275650,55472,1150580,52.58,607.25,604.8,605.7,598.1,598.65,599.7,601.59,1531808,921519780.4,40945,907140,59.22,599.7,601,611.9,599,603.25,603.75,606.96,1651481,1002384318,44253,729849,44.19,603.75,605.95,611,602.25,604.9,605.05,606.46,1324538,803283908,48342,744498,56.21,605.05,605.9,608.55,597.15,602,600.45,602.98,1060111,639227764.6,44703,676073,63.77,616,597.15,609,527.5,583.45,0.01,0.12,0.01,0,0,20200124,0.01,0.01,0.02,0.01,0.01,0.02,0.3,0.31,0.26,0,0,0.02,0.01,0.01,0.01,-0.08,-0.09,-0.08,0,-0.02,0,-0.01,-0.01,-0.01,0.2,0.2,-0.09,0,-0.01,0,0,0,0,0.2,0.2,0.08,0,-0.01,0.01,0.01,0.01,0,0.21,0.2,-0.02,0.09,-0.13,0.25,-0.27,-0.13,0.01,0.03,0.02,0.02,0.01,0.01,0,0,0.01,0,0,0,0.01,0.01,0,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.01,0.01,0,0,0.01,0.3,0.25,0.39,0.52,0.31,0.24,0.39,0.52,0.26,0.2,0.13,0.19,0.21,0.37,0.35,0.41,-0.13,0.16,-0.07,-0.21,-0.0124,0.0068,0.0022,-0.0076,0.019,-0.0076,0.0038,-0.00152,2.5,71.43,17.51
5,HDFCLIFE,31-01-2020,600.45,603.1,604.45,597.3,600,599.2,600.63,1260667,757190269.6,53041,845114,67.04,599.2,598.2,609,537.9,571,562.4,571.13,7823819,4468389409,148031,3503095,44.77,562.4,553,573,527.5,565.5,565.3,558.11,9688974,5407529581,173075,4313515,44.52,565.3,568,578.45,555.55,571,573.1,568.02,3116053,1769968744,85003,1614266,51.8,573.1,574.4,586.35,565,583.5,583.45,578.63,2739852,1585362712,65615,1692917,61.79,609,527.5,600,583.45,NULL,0.03,-0.11,0.01,0,0,20200131,0,-0.01,0.01,0,0,0,-5.21,-4.9,-1.79,0,-0.02,0.1,0.05,0.06,0.05,-0.24,-0.21,-0.17,0.02,-0.02,0.06,-0.01,-0.01,0.01,0.68,0.67,0.51,0,-0.02,0.02,-0.01,-0.01,0,0.12,0.1,0.23,0,-0.02,0.01,-0.02,-0.02,-0.01,-3.15,-0.23,0.63,-0.05,0.33,0.01,-0.16,-0.19,0,0.06,0.06,0.05,0.01,0.08,0.06,0.05,-0.01,0.05,0.04,0.03,0.1,0.12,0.07,0.05,0.05,0.06,0.05,0.03,0.06,0.06,0.04,0.03,0.05,0.07,0.05,0.04,-5.21,-6.69,-1.47,-1.17,-4.9,-6.14,-1.34,-1.09,-1.79,-2.26,-0.6,-0.24,-3.15,-4.1,-0.91,-1,0.33,0.34,0.23,0.08,-0.0614,0.0052,0.0138,0.0181,0.0971,0,0.01942,0,0,0,68.65
1,HEROMOTOCO,03-01-2020,2429.45,2420,2449,2415,2435.75,2432.35,2433.37,544720,1325505213,32567,108997,20.01,2432.35,2428.95,2428.95,2360.05,2366,2368.15,2378.32,624665,1485651198,34021,223056,35.71,2368.15,2378,2399.9,2337,2353.7,2348.05,2356.79,620687,1462826582,34218,206103,33.21,2348.05,2322,2345.05,2310.55,2318.9,2317.55,2322.24,595883,1383782133,32256,196057,32.9,2317.55,2341,2365,2326.1,2358,2354.55,2347.95,732115,1718967030,41779,265800,36.31,2449,2310.55,2480.55,2351,2434.5,0.05,-0.02,-0.01,0,0,20200103,0,-0.01,0.01,0,0,0,-0.15,-0.12,-0.04,0,0,0.03,0.03,0.03,0.02,0.01,0.02,-0.01,0,-0.01,0.01,0.01,0.01,0,0.04,0.05,0.06,0.01,0,0.02,0.01,0.01,0.01,-0.23,-0.24,-0.3,-0.01,-0.02,0,-0.02,-0.02,-0.01,-1.05,0.08,0.05,-0.36,-0.78,0.07,0.01,-0.1,0,0.03,0.03,0.05,0,0.02,0.04,0.03,0.01,0.02,0.04,0.03,0.02,0.03,0.04,0.04,0.03,0.03,0.05,0.03,0.03,0.03,0.05,0.03,0.02,0.03,0.05,0.04,-0.15,-0.14,-0.09,-0.34,-0.12,-0.1,-0.04,-0.3,-0.04,-0.05,0.01,-0.28,-1.05,-0.89,-0.8,-1.44,-0.78,-0.66,-0.64,-0.81,-0.0264,-0.0085,-0.013,0.016,0.046,-0.0215,0.0092,-0.0043,2.14,68.15,31.78
2,HEROMOTOCO,10-01-2020,2354.55,2357,2387.7,2351,2365,2363.45,2372.67,578287,1372082692,25786,133835,23.14,2363.45,2382.9,2382.9,2352.35,2366,2366.75,2367.95,434063,1027840195,21550,191951,44.22,2366.75,2367,2418.8,2361.05,2415.5,2411.4,2395.48,787340,1886053811,36293,325718,41.37,2411.4,2419.95,2480.55,2414,2472.1,2476.3,2450.52,1051367,2576395980,40898,479306,45.59,2476.3,2474.95,2474.95,2427,2437,2434.5,2445.48,590255,1443455278,31702,194049,32.88,2480.55,2351,2474.9,2375,2429.75,0.02,-0.01,0,0,0,20200110,0,-0.01,0,0,0,-0.01,0.25,0.25,0.16,-0.01,-0.01,0,0,0,0,-0.81,-0.83,-0.68,0,-0.02,0,-0.02,-0.02,-0.01,-0.34,-0.37,-0.13,0,-0.03,0,-0.03,-0.03,-0.02,0.44,0.44,0.22,0,0,0.02,0.02,0.02,0.01,-0.43,-0.7,-0.47,0.6,-0.91,0.06,-0.1,0.28,0,-0.01,-0.02,-0.05,-0.01,0,-0.03,-0.05,0,-0.01,-0.04,-0.04,0,0,-0.03,-0.03,0,-0.02,-0.05,-0.03,0,-0.02,-0.05,-0.03,0,-0.01,-0.03,-0.03,0.25,-0.36,-0.82,-0.02,0.25,-0.37,-0.88,-0.05,0.16,-0.41,-0.59,-0.23,-0.43,-1.43,-2.58,-0.45,-0.91,-0.79,-0.97,-0.42,0.0014,0.0189,0.0269,-0.0169,0.0458,-0.0169,0.00916,-0.00338,2.71,73.05,64.45
3,HEROMOTOCO,17-01-2020,2434.5,2445,2474.9,2421.6,2445,2454,2459.23,457663,1125499545,26124,84036,18.36,2454,2454,2459.65,2410.1,2417,2415.6,2425.34,320280,776789027.8,18965,79247,24.74,2415.6,2410,2412.65,2375,2398,2398.7,2389.59,568473,1358414667,29233,290948,51.18,2398.7,2408.7,2410,2379,2397.1,2399.05,2393.56,346888,830295818,21915,155779,44.91,2399.05,2397,2434.85,2380,2431,2429.75,2411.56,315469,760773700.2,23581,84760,26.87,2474.9,2375,2522,2425.05,2482.3,0.04,-0.02,-0.02,0,0,20200117,0,-0.02,0.01,0,-0.01,-0.01,0.3,0.31,0.27,0,0,0.02,0.02,0.02,0.01,-0.77,-0.75,-0.54,0,0,0.02,0.01,0.01,0.01,0.39,0.39,0.25,0,0,0.01,0,0,0,0.09,0.08,-0.08,0,-0.01,0.01,-0.01,-0.01,-0.01,0.06,-2.67,0.46,0.46,-0.35,-1.07,0.12,0.4,-0.01,0.01,0.01,0.01,0,0.01,0.01,0.02,0.01,0.03,0.03,0.02,0,0.02,0.02,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.01,0.03,0.03,0.02,0.3,-0.24,0.24,0.31,0.31,-0.21,0.26,0.32,0.27,-0.12,0.16,0.1,0.06,-2.46,-0.85,-0.01,-0.35,-1.79,-1.45,-0.46,-0.0156,-0.007,0.0001,0.0128,0.0329,-0.007,0.00658,-0.0014,4.7,82.46,54.8
4,HEROMOTOCO,24-01-2020,2429.75,2440,2474.8,2427.1,2465,2468.65,2460.02,519690,1278445797,29953,220879,42.5,2468.65,2456,2498.5,2425.05,2455,2455.75,2464.13,897656,2211943440,35113,189248,21.08,2455.75,2456.75,2508.95,2440,2462.5,2468.85,2484.38,904634,2247452806,51363,312177,34.51,2468.85,2484,2510,2470,2485.25,2486.35,2494.6,787135,1963589246,49150,365792,46.47,2486.35,2486.95,2522,2464,2484,2482.3,2493.8,797868,1989721809,43213,192792,24.16,2522,2425.05,2531,2345.55,2373.25,0.02,0.03,0,0,0,20200124,0,-0.02,0,-0.01,-0.02,-0.01,-0.73,-0.73,-0.17,0.01,-0.01,0.02,0.01,0.01,0,-0.01,-0.02,-0.46,0,-0.02,0.01,0,-0.01,-0.01,0.13,0.13,0.04,-0.01,-0.02,0,-0.01,-0.01,-0.01,-0.01,-0.01,0.12,0,-0.01,0.01,0,0,0,0.14,-0.65,-0.17,0.47,0.5,-0.64,-0.35,0.48,-0.02,-0.01,-0.02,-0.02,-0.01,-0.01,-0.02,-0.02,-0.01,-0.01,-0.01,-0.02,0,-0.01,-0.02,-0.02,0,0,-0.01,-0.01,0.01,0,-0.01,-0.01,0,-0.01,-0.01,-0.01,-0.73,-0.74,-0.51,-0.54,-0.73,-0.76,-0.54,-0.56,-0.17,-0.71,-0.64,-0.44,0.14,-0.41,-0.66,0.13,0.5,0.19,-0.09,0.43,-0.0052,0.0053,0.0071,-0.0016,0.0224,-0.0016,0.00448,-0.00032,14,93.33,59.05
5,HEROMOTOCO,31-01-2020,2482.3,2508,2521.9,2492.05,2499,2501.85,2509.76,574957,1443003333,32535,214338,37.28,2501.85,2489.85,2531,2380.15,2420,2446.9,2478.19,791944,1962590273,39091,218829,27.63,2446.9,2391,2469,2358,2392,2376.15,2401.98,1507692,3621448340,62279,528774,35.07,2376.15,2412,2484.6,2400.8,2465,2462.05,2455.26,1187298,2915123418,50993,398785,33.59,2462.05,2472,2478.9,2345.55,2374,2373.25,2377.41,2176980,5175564024,67347,1184447,54.41,2531,2345.55,2496,2355,NULL,0.05,0,0.01,0,0,20200131,-0.01,-0.02,0,-0.01,-0.01,-0.01,-0.38,-0.36,-0.2,0,-0.01,0.05,0.03,0.02,0.01,-0.9,-0.85,-0.59,0.02,-0.01,0.04,0.02,0.03,0.02,0.21,0.2,0.18,-0.02,-0.05,-0.01,-0.04,-0.04,-0.03,-0.83,-0.78,-0.32,0,-0.01,0.05,0.04,0.04,0.03,-0.02,-1.42,0.25,-1.97,0.26,-0.27,0.04,-0.62,-0.01,0.01,0.04,0.01,0.01,0.05,0.04,0.01,0,0.02,0.01,0.02,0.04,0.05,0.04,0.06,0.03,0.04,0.01,0.05,0.02,0.05,0.02,0.05,0.01,0.04,0.02,0.05,-0.38,-1.62,-1.07,-2.79,-0.36,-1.51,-1.02,-2.59,-0.2,-0.91,-0.57,-1.07,-0.02,-1.47,-0.86,-4.53,0.26,0.06,0.1,-0.46,-0.022,-0.0289,0.0362,-0.0361,0.0562,-0.065,0.01124,-0.013,0.86,46.24,14.94
1,HINDALCO,03-01-2020,220.15,219.3,219.95,216.05,216.5,216.45,217.48,8658243,1882983522,66849,2631189,30.39,216.45,215,215.65,208.05,208.45,209.3,210.86,7798846,1644474458,60487,2375147,30.46,209.3,210.55,213.2,207.7,208.7,208.85,210.43,12767569,2686692274,67553,6270667,49.11,208.85,206,208.65,204.5,207,207.4,206.57,12470053,2575877592,65064,6057097,48.57,207.4,211.5,211.95,208.9,210.3,210.75,210.5,8676205,1826382279,66672,4278743,49.32,220.15,204.5,215,209,209.65,0.02,-0.02,0.02,0,0,20200103,0,0,0.02,0.02,0.02,0.01,0.1,0.13,0.1,0.01,0,0.04,0.04,0.03,0.03,-0.64,-0.63,-0.12,-0.01,-0.02,0.01,0,0,-0.01,0.02,0.04,0.04,0.01,0,0.02,0.01,0.01,0.01,0.3,0.29,-0.02,-0.02,-0.02,-0.01,-0.01,-0.02,-0.01,0.1,-1.64,0.03,0.29,0,-0.61,0.01,-0.02,0.02,0.05,0.05,0.06,0.02,0.04,0.06,0.04,0.02,0.03,0.05,0.04,0.04,0.04,0.05,0.03,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.05,0.03,0.1,-0.47,-0.44,0,0.13,-0.43,-0.37,0.03,0.1,-0.01,0.03,0,0.1,-1.38,-1.3,-0.63,0,-0.62,-0.6,-0.62,-0.033,-0.0022,-0.0069,0.0162,0.0462,-0.0091,0.00924,-0.00182,5.08,83.55,39.94
2,HINDALCO,10-01-2020,210.75,212.3,214.2,210.2,211.15,211.5,212.17,7800086,1654963676,50669,1939470,24.86,211.5,212.8,213,209.5,210.9,211.2,211.28,6614653,1397573779,37968,2889698,43.69,211.2,212.5,214.75,210.8,211.7,211.95,212.49,7981507,1696000729,38799,2958802,37.07,211.95,211.1,215,210,213.25,213.65,213.23,9564560,2039414001,54188,3619986,37.85,213.65,214,214.75,209,209.6,209.65,210.5,6986058,1470560706,33488,2203348,31.54,215,209,212,202.75,204.6,0.01,0.03,0.01,0,0,20200110,-0.01,-0.02,0,0,0,-0.01,0.15,0.16,0.25,-0.01,-0.01,0.01,0,0,0,-0.21,-0.21,-0.02,-0.01,-0.02,0,0,0,-0.01,-0.2,-0.2,-0.4,0,-0.01,0.01,-0.01,-0.01,-0.01,0.27,0.28,0.38,0,-0.01,0.02,0.02,0.02,0.01,-0.49,-0.02,-0.22,0.39,-0.76,0.15,-0.02,0.17,0,0,-0.01,-0.01,0,0,0.01,-0.01,0.01,0,0,0,0,0,0,0.01,0,0,-0.01,0.01,0,0,-0.01,0.01,0,0,0,0.01,0.15,-0.02,-0.23,0.1,0.16,-0.02,-0.23,0.11,0.25,0.23,-0.07,0.34,-0.49,-0.53,-0.87,-0.14,-0.76,-0.49,-0.52,-0.27,-0.0014,0.0036,0.008,-0.0187,0.0116,-0.0187,0.00232,-0.00374,0.62,38.27,10.83
3,HINDALCO,17-01-2020,209.65,209.5,212,208.15,210.1,210.05,210.32,8678002,1825131354,65564,4109088,47.35,210.05,210.1,210.8,206.75,207.25,207.3,208.11,3977566,827789554.5,42456,1205496,30.31,207.3,206,208.5,204.65,205.1,205.15,206.26,4479791,923979559.5,38494,985836,22.01,205.15,205.6,207.8,203,203.5,203.6,205.36,6268889,1287371647,46260,2275602,36.3,203.6,203.6,205.35,202.75,204.5,204.6,204.05,5560681,1134681779,37066,2466305,44.35,212,202.75,207.7,192.7,193.45,0.01,0.05,0.02,0,0,20200117,0,-0.01,0.01,0,0,0,0.54,0.55,0.35,0,0,0.02,0.01,0.01,0.01,-0.13,-0.12,0.09,0.01,-0.01,0.01,0.01,0.01,0.01,-0.4,-0.39,-0.2,0,-0.01,0.01,0.01,0.01,0,0.11,0.12,0.2,0,-0.01,0,0,0,0,0.71,0.18,-1.31,-0.08,0.36,0.27,-0.65,-0.22,0,0.01,0.02,0.03,0,0.02,0.02,0.03,0.01,0.02,0.02,0.03,0.01,0.02,0.02,0.03,0.01,0.02,0.03,0.03,0.01,0.02,0.03,0.03,0.01,0.02,0.02,0.03,0.54,0.48,0.28,0.36,0.55,0.49,0.29,0.38,0.35,0.41,0.29,0.43,0.71,0.76,0.45,0.4,0.36,0.54,0.23,0.06,-0.0131,-0.0104,-0.0076,0.0049,0.0149,-0.018,0.00298,-0.0036,0.83,45.36,20
4,HINDALCO,24-01-2020,204.6,204.5,207.7,202.25,205.25,205.4,205.56,5749852,1181929281,35101,2080775,36.19,205.4,203.55,203.55,197.4,200,198.25,199.78,7942736,1586783815,65835,2615740,32.93,198.25,199.4,199.4,194.2,196.2,196,196.39,6308211,1238838179,53007,2124902,33.68,196,197.65,200.4,197.1,197.45,197.75,198.84,8978837,1785389587,75257,4579091,51,197.75,197.3,197.75,192.7,193,193.45,195.34,8588693,1677745053,81727,3567495,41.54,207.7,192.7,197.55,180.3,196.3,0.02,0.06,0.05,0,0,20200124,0,-0.02,0.01,0,0,0,-0.38,-0.34,-0.88,0.01,0.01,0.04,0.03,0.03,0.03,0.21,0.22,0.19,-0.01,-0.01,0.02,0.01,0.01,0.01,-0.42,-0.44,-0.42,-0.01,-0.02,-0.01,-0.01,-0.01,-0.01,0.04,0.06,-0.09,0,0,0.03,0.02,0.02,0.01,-0.26,0.19,-1.15,0.22,0.09,-0.02,-0.51,0.19,0,0.03,0.04,0.03,0,0.02,0.03,0.04,0.02,0.04,0.04,0.05,0.02,0.04,0.03,0.05,0.03,0.04,0.04,0.06,0.03,0.05,0.04,0.06,0.03,0.04,0.03,0.05,-0.38,-0.1,-0.56,-0.49,-0.34,-0.05,-0.51,-0.42,-0.88,-0.51,-1.14,-1.33,-0.26,-0.02,-1.2,-0.71,0.09,0.07,-0.41,-0.15,-0.0348,-0.0113,0.0089,-0.0217,0.0389,-0.033,0.00778,-0.0066,1.18,54.13,5
5,HINDALCO,31-01-2020,193.45,194.8,195.15,188.25,189.4,189.35,191.37,6008376,1149798788,41427,2464829,41.02,189.35,187.65,189.85,182.8,184.45,184.4,186.66,3885637,725300351.1,31698,967351,24.9,184.4,183.9,185.6,180.3,182.2,181.8,182.39,7678833,1400518975,39146,3409110,44.4,181.8,183,190.35,183,189.15,189.25,187.57,9235507,1732305691,50911,3129765,33.89,189.25,190.1,197.55,188.3,196.1,196.3,193,7411014,1430326774,40302,2940283,39.67,197.55,180.3,198.4,189.6,NULL,0.01,-0.05,0,0,0,20200131,-0.01,-0.01,0.03,0.02,0.02,0.01,0.35,0.37,0.23,0.01,0,0.03,0.03,0.03,0.01,-0.98,-0.93,-0.23,0,-0.01,0.02,0.01,0.01,0.01,-0.2,-0.24,-0.3,-0.01,-0.05,-0.01,-0.04,-0.04,-0.03,0.2,0.17,0.21,0,-0.04,0.01,-0.04,-0.04,-0.02,0.61,-2.52,0.08,0.06,0.39,-0.78,0.24,-0.17,0.02,0.05,0.06,0.02,0.04,0.06,0.06,0.02,0.03,0.05,0.02,-0.01,0.03,0.04,0.03,0,0.03,0.04,0,-0.04,0.03,0.04,0,-0.04,0.02,0.05,0.02,-0.01,0.35,-0.28,-0.54,-0.23,0.37,-0.22,-0.51,-0.24,0.23,0.06,-0.23,0.03,0.61,-0.38,-0.27,-0.19,0.39,-0.08,0.17,0.03,-0.0261,-0.0141,0.041,0.0373,0.1083,-0.0141,0.02166,-0.00282,7.68,88.48,92.75
